28555, 28437, 23, 0, 26587, 25430, 28, 0
25268, 28574, 93, 0, 27898, 21196, 160, 0
27901, 27883, 36, 0, 27895, 27893, 12, 0
27898, 28437, 51, 0, 25268, 28555, 140, 0
26587, 27895, 23, 0, 28574, 27893, 29, 0
25430, 27883, 69, 0, 21196, 27901, 179, 0
27893, 26587, 29, 0, 27898, 25268, 122, 0
27901, 28574, 26, 0, 28437, 25430, 11, 0
28555, 21196, 204, 0, 27883, 27895, 73, 0
25430, 27901, 88, 0, 26587, 25268, 118, 0
21196, 28574, 120, 0, 27893, 28555, 16, 0
27895, 27898, 65, 0, 27883, 28437, 46, 0
25268, 27901, 111, 0, 28574, 28555, 11, 0
28437, 26587, 65, 0, 21196, 27883, 182, 0
27893, 27898, 74, 0, 27895, 25430, 12, 0
