28315, 25419, 13, 0, 28578, 27700, 63, 0
23340, 19265, 33, 0, 25059, 26370, 29, 0
27702, 24322, 3, 0, 27701, 25425, 8, 0
25059, 20992, 41, 0, 24325, 28578, 88, 0
28315, 25425, 12, 0, 26370, 27701, 7, 0
27700, 24325, 80, 0, 27702, 23340, 16, 0
25419, 20992, 12, 0, 19265, 24322, 13, 0
27702, 25059, 22, 0, 28315, 27701, 18, 0
26370, 27700, 27, 0, 20992, 24322, 33, 0
24325, 23340, 45, 0, 25425, 25419, 11, 0
19265, 26370, 21, 0, 28578, 27702, 52, 0
20992, 27701, 43, 0, 23340, 25419, 20, 0
28578, 25059, 92, 0, 27700, 25425, 6, 0
24322, 28315, 27, 0, 24325, 19265, 31, 0
27702, 26370, 30, 0, 25419, 25059, 39, 0
28315, 28578, 66, 0, 24322, 23340, 18, 0
27701, 24325, 42, 0, 27700, 19265, 9, 0
25425, 27702, 28, 0, 20992, 28315, 43, 0
