28575, 25436, 25, 0, 28563, 28311, 16, 0
24716, 28312, 12, 0, 28534, 28542, 40, 0
24967, 28563, 12, 0, 28534, 27907, 45, 0
28311, 28575, 16, 0, 27907, 28312, 12, 0
28542, 24716, 18, 0, 24967, 25436, 44, 0
25436, 28311, 32, 0, 28534, 24967, 65, 0
28563, 27907, 14, 0, 28312, 28542, 25, 0
28575, 28312, 26, 0, 24716, 24967, 24, 0
28542, 28563, 9, 0, 28311, 24716, 11, 0
25436, 28534, 49, 0, 27907, 28575, 24, 0
28312, 24967, 32, 0, 25436, 28563, 30, 0
27907, 28311, 20, 0, 24716, 28534, 62, 0
28542, 25436, 31, 0, 28575, 28534, 56, 0
