28577|27912|98|83|30665|34016|28|23
27912|34016|72|17|30665|32961|56|56
34016|32961|63|38|28577|27912|114|114
32961|28577|150|120|30665|34016|76|16
30665|28577|153|93|32961|27912|16|16
32961|30665|42|27|34016|28577|92|92
27912|30665|37|12|32961|28577|83|68
