21024|33012|107|42|27888|32991|47|47
24908|28908|84|34|32414|21024|51|11
33012|27888|16|16|28908|32414|25|10
24908|32414|81|46|33012|32991|57|57
27888|28908|24|24|24908|21024|48|43
32991|24908|75|75|27888|32414|35|20
32991|21024|57|42|28908|33012|60|45
27888|24908|24|19|32991|28908|51|51
32414|33012|35|35|21024|27888|19|14
