27906|24967|40|5|34014|24753|10|10
22663|22486|66|66|28560|27894|25|10
21135|25044|29|29|25029|22486|55|50
24753|25029|59|24|27894|22663|43|43
21135|28560|43|18|25044|34014|115|25
24967|21135|13|13|27894|27906|0|0
28560|34014|32|17|25029|24967|14|14
22486|25044|46|46|22663|27906|26|26
24753|27894|8|3|25044|28560|42|22
34014|27906|17|17|25029|22663|97|62
24967|24753|18|13|22486|21135|165|45
34014|25029|11|11|22486|24753|71|56
22663|28560|61|46|27906|21135|23|18
25044|27894|44|29|24967|34014|6|6
