19282, 27891, 58, 0, 24565, 19280, 141, 0
27902, 24639, 39, 0, 25429, 28535, 30, 0
28545, 19281, 8, 0, 27942, 28321, 50, 0
27943, 27935, 2, 0, 21002, 19284, 29, 0
27890, 25397, 15, 0, 19279, 28545, 16, 0
27943, 27942, 8, 0, 25429, 27902, 36, 0
24639, 27890, 60, 0, 19280, 19284, 19, 0
27935, 19279, 11, 0, 28321, 19282, 61, 0
28535, 21002, 21, 0, 24565, 25397, 64, 0
19281, 19279, 14, 0, 27891, 24639, 28, 0
27935, 25429, 49, 0, 28545, 24565, 51, 0
25397, 19282, 63, 0, 19284, 27942, 21, 0
28321, 21002, 45, 0, 27902, 27890, 32, 0
19280, 27943, 84, 0, 28535, 19281, 8, 0
25397, 27902, 57, 0, 27891, 27935, 24, 0
28321, 24565, 42, 0, 24639, 27943, 10, 0
19284, 27891, 63, 0, 28535, 28545, 21, 0
21002, 27942, 11, 0, 19279, 19280, 111, 0
19281, 25429, 17, 0, 27890, 19282, 53, 0
19284, 24565, 62, 0, 27902, 19279, 57, 0
19280, 28321, 124, 0, 25397, 25429, 18, 0
27890, 28535, 10, 0, 27942, 27935, 0, 0
24639, 28545, 27, 0, 19282, 27943, 83, 0
21002, 25429, 48, 0, 19281, 27891, 29, 0
