32925|27911|36|36|27941|33003|50|20
32922|24568|34|34|22487|24951|98|53
22487|32922|74|74|33003|27911|43|28
24568|24951|18|8|32925|27941|39|24
24951|27941|30|15|27911|32922|70|70
33003|22487|49|44|32925|24568|43|38
27941|27911|38|38|24568|22487|44|29
33003|32925|107|47|24951|32922|60|25
24951|32925|46|46|27911|22487|54|49
32922|27941|39|39|24568|33003|16|16
