19259|Gear Subzero - FIRST UK & Brighton College
24408|Gordon's Robotics - Gordon's School
24696|Reigate - Reigate Grammar School
27891|SPARKS - St Paul's School
27913|Challenge Challoners - Dr Challoners High School
28558|Gear Xtrema - Brighton College
28559|Gear Shift - Brighton College
28567|Team Euclid - Harrow School
32112|SuMthingS Wrong
33015|Ibstock Robotics
