19265|Tenby Techno Team - Ysgol Greenhill
25059|The D-Code - Lewis Girls' School
28315|BroBots - Ysgol Bro Taf
30663|Roballtics - Cardiff Sixth Form College
34023|Sentinel
34024|Emlyn Electronics - Ysgol Gyfun Emlyn
