21024|Calderdrones - Calderstones School
24908|Quarry Robotics - Calderstones School
27888|Ryecroft Robotics - IGUS/Manchester Metropolitan University&Laurus Ryecroft
28908|Technically Wired - UTC Warrington
32414|R2 Developments
32991|UTC Warrington
33012|1V Scouts
