25357|P4F Robotics - Family/Community
25413|Industria - Fettes College
25417|The Hussars - Garnock Community Campus
27877|CtrlC - Dunfermline High School
27922|Robokirk - The Datakirk
28314|Tech Titans - Wester Hailes High School
28436|Tynecastle - Tynecastle High School
28556|Photoelectric - Boroughmuir High School
28557|MuirTech - Boroughmuir High School
