27912|Titanium Teesdale - Teesdale School and Sixth Form
28577|Robokai - Royal Grammar School Newcastle
30665|She Can Code Society - Durham High School
31749|North East Futures UTC
32961|George Stephenson High School
34016|Keswick Tech - Keswick School
