25062|DeGreeS of Freedom - REV &Derby Grammar School
27899|Barr's Hill - Barr's Hill
28318|The West Bridgford School - The West Bridgford School
31115|Roboracers - Siverstone UTC & Siverstone UTC
32413|Team Water
33008|Cambridge Circuit Breakers
