22487|Cubotics - Oxford High School
24568|Dragonbots - St Gabriel's School
24951|H533 Bots - Holmer Green Senior School
27911|27911 - Gosford Hill School
27941|RoBarts - St Bart's School
32922|Motorless
32925|WCC
33003|Emmbrook Joebotics
