22457, 27902, 43, 0, 27885, 22663, 64, 0
27891, 25357, 58, 0, 27917, 25268, 179, 0
28536, 25436, 127, 0, 23877, 28321, 36, 0
28573, 24908, 64, 0, 22486, 19259, 103, 0
20995, 22487, 113, 0, 20992, 25759, 76, 0
21207, 24565, 118, 0, 25413, 28535, 46, 0
21196, 28567, 179, 0, 28577, 27907, 88, 0
25059, 27917, 86, 0, 25416, 27939, 168, 0
28536, 25413, 124, 0, 24908, 22487, 124, 0
25357, 22457, 74, 0, 21196, 28573, 142, 0
20995, 28577, 113, 0, 23877, 25268, 179, 0
22663, 27891, 116, 0, 21207, 25759, 128, 0
20992, 25416, 79, 0, 25436, 28535, 42, 0
27939, 27907, 110, 0, 19259, 27885, 55, 0
28567, 27902, 83, 0, 25059, 24565, 91, 0
28321, 21196, 205, 0, 22486, 27891, 81, 0
20995, 28536, 129, 0, 27917, 22457, 73, 0
27907, 25268, 164, 0, 27902, 25413, 48, 0
22663, 28567, 37, 0, 24908, 20992, 109, 0
28577, 25759, 208, 0, 28573, 25416, 128, 0
25436, 25357, 26, 0, 27939, 21207, 88, 0
24565, 28321, 74, 0, 22487, 19259, 92, 0
27885, 23877, 57, 0, 28535, 25059, 34, 0
22486, 20992, 75, 0, 27907, 22457, 68, 0
24908, 21207, 81, 0, 28577, 28321, 60, 0
25059, 22487, 69, 0, 25268, 22663, 183, 0
24565, 23877, 84, 0, 27917, 22486, 107, 0
28535, 28573, 44, 0, 27902, 27891, 41, 0
27939, 21196, 215, 0, 25759, 25413, 115, 0
28567, 27885, 58, 0, 25436, 20995, 71, 0
19259, 25416, 95, 0, 25357, 28536, 124, 0
22457, 27939, 70, 0, 24565, 24908, 116, 0
25413, 25436, 69, 0, 27891, 28577, 119, 0
19259, 27917, 87, 0, 21207, 21196, 218, 0
25416, 22663, 133, 0, 28321, 20995, 58, 0
20992, 27885, 71, 0, 25268, 28536, 203, 0
28535, 22486, 90, 0, 22487, 28567, 86, 0
25759, 27902, 164, 0, 25357, 23877, 39, 0
27907, 25059, 65, 0, 28573, 20995, 81, 0
