team|opr|no_foul|ccwm|name
28577|93.886|82.307|103.42|Robokai - Royal Grammar School Newcastle
30665|31.464|13.043|-7.37|She Can Code Society - Durham High School
34016|28.128|10.233|-27.801|Keswick Tech - Keswick School
32961|19.525|19.525|-43.925|George Stephenson High School
27912|14.022|6.917|-34.749|Titanium Teesdale - Teesdale School and Sixth Form
31749|-0.0|-0.0|-0.0|North East Futures UTC
