team,opr,no_foul,ccwm,name
22487,42.191,34.209,34.524,Cubotics - Oxford High School
32925,38.298,28.173,18.69,WCC
32922,37.602,34.084,0.238,Motorless
33003,32.709,12.762,-0.738,Emmbrook Joebotics
24951,25.834,8.566,-16.19,H533 Bots - Holmer Green Senior School
27911,16.227,21.102,-12.024,27911 - Gosford Hill School
27941,9.066,6.262,4.405,RoBarts - St Bart's School
24568,-4.327,1.441,-28.905,Dragonbots - St Gabriel's School
