28318|43.58|28.045|39.759|The West Bridgford School - The West Bridgford School
25062|21.929|12.821|2.464|DeGreeS of Freedom - REV &Derby Grammar School
32413|19.08|4.795|-4.741|Team Water
33008|14.679|8.071|-7.286|Cambridge Circuit Breakers
31115|4.08|9.795|-12.741|Roboracers - Siverstone UTC & Siverstone UTC
27899|2.33|4.295|-16.491|Barr's Hill - Barr's Hill
